latitude,longitude,name,desc,color,source,precision
43.6450882,-79.5671463,"401 The West Mall, Etobicoke","401 The West Mall, Etobicoke, ON M9C 5J5, Canada",,Bing Maps,address
43.6968307,-79.5459213,"261 Dixon Road, Toronto","261 Dixon Rd, Etobicoke, ON M9P 2M4, Canada",,Bing Maps,address
43.6966782,-79.543869,"235 Dixon Rd, Etobicoke","235 Dixon Rd, Etobicoke, ON M9P, Canada",,Bing Maps,address
43.6805038,-79.6819229,"7280 Dixie Road, Mississauga","7280 Dixie Rd, Mississauga, ON L5S, Canada",,Bing Maps,address
43.734581,-79.6172714,"6897 Finch Ave W, Toronto","6897 Finch Ave W, Toronto, ON M9W, Canada",,Bing Maps,address
43.7159309,-79.5550537,"2291 Islington Ave, Toronto","2291 Islington Ave, Etobicoke, ON M9W 3W6, Canada",,Bing Maps,address
43.6250801,-79.604599,"4141 Dixie Rd, Mississauga","4141 Dixie Rd, Mississauga, ON L4W 1V5, Canada",,Bing Maps,address
43.7237396,-79.6687088,"2645 Steeles Ave E, Brampton","2645 Steeles Ave E, Brampton, ON L6T 4L7, Canada",,Bing Maps,address
43.6231384,-79.6025696,"4011 Dixie Rd, Mississauga","4011 Dixie Rd, Mississauga, ON L4W 1M3, Canada",,Bing Maps,address
43.6346512,-79.5617599,"290 The West Mall, Etobicoke","290 The West Mall, Etobicoke, ON M9C 1C6, Canada",,Bing Maps,address
43.743,-79.6035614,"11 Westmore Dr, Toronto","11 Westmore Dr, Etobicoke, ON M9V 3Y6, Canada",,Bing Maps,address
43.7183189,-79.6852646,"8155 Torbram Road, Brampton","8155 Torbram Rd, Brampton, ON L6T 5C5, Canada",,Bing Maps,address
43.7061615,-79.6938629,"50 Bramalea Rd, Brampton","50 Bramalea Rd, Brampton, ON L6T 2W8, Canada",,Bing Maps,address
43.7375488,-79.5661469,"1104 Albion Rd, Etobicoke","1104 Albion Rd, Etobicoke, ON M9V 1A8, Canada",,Bing Maps,address
43.6553383,-79.6951523,"480 Derry Rd E, Mississauga","480 Derry Rd E, Mississauga, ON L5T 2P3, Canada",,Bing Maps,address
43.7353516,-79.5593033,"900 Albion Road, Toronto","900 Albion Rd, Etobicoke, ON M9V, Canada",,Bing Maps,address
43.6856308,-79.5239105,"140 La Rose Ave, Etobicoke","140 La Rose Ave, Etobicoke, ON M9P 1B2, Canada",,Bing Maps,address
43.6502419,-79.5278091,"4860 Dundas St W, Etobicoke","4860 Dundas St W, Etobicoke, ON M9A 1B5, Canada",,Bing Maps,address
43.6322517,-79.5452881,"5470 Dundas St W, Etobicoke","5470 Dundas St W, Etobicoke, ON M9B 1B6, Canada",,Bing Maps,address
43.6352997,-79.5414505,"5322 Dundas St W, Etobicoke","5322 Dundas St W, Etobicoke, ON M9B 1B3, Canada",,Bing Maps,address
43.6500893,-79.527153,"4869 Dundas St West, Toronto","4869 Dundas St W, Etobicoke, ON M9A 1B2, Canada",,Bing Maps,address
